disbursement_id,application_id,prospect_id,disbursement_date,branch_id,ao_id,product,segment,disbursed_amount,interest_rate_pa,tenor_months
DSB0005733,APP0009598,PR0044150,2025-12-17,BR006,AO023,Kredit Payroll,Payroll,73000000,15.5,12
DSB0005734,APP0009601,PR0044155,2026-06-22,BR006,AO021,Kredit Produktif SME,SME,97500000,19.0,12
DSB0005735,APP0009602,PR0044162,2026-05-25,BR005,AO020,Kredit Konsumtif,Konsumtif,30000000,18.0,24
DSB0005736,APP0009604,PR0044167,2025-08-11,BR003,AO009,Kredit Konsumtif,Konsumtif,122500000,18.0,12
DSB0005737,APP0009605,PR0044171,2025-07-31,BR001,AO003,Kredit Konsumtif,Konsumtif,125000000,18.0,12
DSB0005738,APP0009609,PR0044195,2026-05-01,BR002,AO006,Kredit Mikro,Mikro,19000000,21.0,24
DSB0005739,APP0009610,PR0044196,2026-05-01,BR003,AO011,Kredit Payroll,Payroll,94000000,15.5,12
DSB0005740,APP0009612,PR0044200,2025-10-31,BR002,AO006,Kredit Konsumtif,Konsumtif,94500000,18.0,12
DSB0005741,APP0009613,PR0044221,2026-01-22,BR005,AO017,Kredit Konsumtif,Konsumtif,71000000,18.0,36
DSB0005742,APP0009614,PR0044224,2026-05-31,BR002,AO005,Kredit Produktif SME,SME,997500000,19.0,24
DSB0005743,APP0009615,PR0044231,2025-11-14,BR003,AO011,Kredit Konsumtif,Konsumtif,49500000,18.0,12
DSB0005744,APP0009619,PR0044238,2026-03-31,BR002,AO005,Kredit Konsumtif,Konsumtif,123500000,18.0,24
DSB0005745,APP0009620,PR0044243,2026-05-01,BR001,AO001,Kredit Mikro,Mikro,98000000,21.0,24
DSB0005746,APP0009622,PR0044255,2025-10-31,BR002,AO008,Kredit Konsumtif,Konsumtif,99500000,18.0,12
DSB0005747,APP0009623,PR0044256,2025-07-31,BR006,AO024,Kredit Konsumtif,Konsumtif,94500000,18.0,12
DSB0005748,APP0009624,PR0044258,2025-07-20,BR005,AO017,Kredit Produktif SME,SME,95500000,19.0,36
DSB0005749,APP0009625,PR0044259,2025-12-24,BR002,AO008,Kredit Konsumtif,Konsumtif,116000000,18.0,36
DSB0005750,APP0009626,PR0044260,2025-12-17,BR001,AO003,Kredit Konsumtif,Konsumtif,70000000,18.0,18
DSB0005751,APP0009629,PR0044284,2026-03-27,BR001,AO001,Kredit Mikro,Mikro,20000000,21.0,36
DSB0005752,APP0009632,PR0044300,2026-02-22,BR002,AO007,Kredit Konsumtif,Konsumtif,71500000,18.0,24
DSB0005753,APP0009637,PR0044315,2026-06-08,BR006,AO022,Kredit Mikro,Mikro,18500000,21.0,12
DSB0005754,APP0009638,PR0044320,2025-10-01,BR004,AO013,Kredit Konsumtif,Konsumtif,46000000,18.0,12
DSB0005755,APP0009639,PR0044323,2026-07-01,BR005,AO017,Kredit Konsumtif,Konsumtif,71000000,18.0,12
DSB0005756,APP0009641,PR0044328,2025-08-20,BR005,AO019,Kredit Mikro,Mikro,19000000,21.0,12
DSB0005757,APP0009644,PR0044340,2026-02-11,BR003,AO009,Kredit Konsumtif,Konsumtif,150000000,18.0,18
DSB0005758,APP0009646,PR0044347,2026-05-20,BR004,AO014,Kredit Produktif SME,SME,190000000,19.0,60
DSB0005759,APP0009648,PR0044350,2025-09-12,BR006,AO023,Kredit Mikro,Mikro,29000000,21.0,12
DSB0005760,APP0009649,PR0044356,2025-10-27,BR001,AO004,Kredit Mikro,Mikro,95500000,21.0,18
DSB0005761,APP0009652,PR0044374,2026-05-01,BR001,AO004,Kredit Produktif SME,SME,972500000,19.0,12
DSB0005762,APP0009653,PR0044383,2026-05-22,BR001,AO001,Kredit Konsumtif,Konsumtif,143500000,18.0,36
DSB0005763,APP0009654,PR0044385,2025-09-17,BR001,AO004,Kredit Produktif SME,SME,146000000,19.0,60
DSB0005764,APP0009657,PR0044400,2026-01-31,BR003,AO011,Kredit Konsumtif,Konsumtif,70500000,18.0,24
DSB0005765,APP0009658,PR0044402,2026-05-05,BR006,AO021,Kredit Produktif SME,SME,187500000,19.0,60
DSB0005766,APP0009659,PR0044405,2025-11-10,BR004,AO014,Kredit Konsumtif,Konsumtif,72000000,18.0,24
DSB0005767,APP0009660,PR0044406,2025-12-28,BR001,AO004,Kredit Produktif SME,SME,987000000,19.0,36
DSB0005768,APP0009661,PR0044413,2026-06-28,BR004,AO016,Kredit Mikro,Mikro,28000000,21.0,18
DSB0005769,APP0009662,PR0044419,2026-03-01,BR001,AO001,Kredit Mikro,Mikro,19000000,21.0,24
DSB0005770,APP0009663,PR0044423,2025-10-29,BR002,AO006,Kredit Produktif SME,SME,141000000,19.0,24
DSB0005771,APP0009664,PR0044424,2026-01-22,BR003,AO010,Kredit Payroll,Payroll,148500000,15.5,48
DSB0005772,APP0009666,PR0044431,2025-11-21,BR003,AO009,Kredit Produktif SME,SME,482000000,19.0,12
DSB0005773,APP0009668,PR0044435,2026-05-31,BR003,AO012,Kredit Mikro,Mikro,28500000,21.0,12
DSB0005774,APP0009669,PR0044438,2026-02-22,BR001,AO003,Kredit Produktif SME,SME,487500000,19.0,12
DSB0005775,APP0009673,PR0044448,2025-10-12,BR005,AO019,Kredit Konsumtif,Konsumtif,121000000,18.0,24
DSB0005776,APP0009674,PR0044454,2025-11-15,BR005,AO020,Kredit Produktif SME,SME,283500000,19.0,48
DSB0005777,APP0009675,PR0044456,2026-02-27,BR004,AO015,Kredit Konsumtif,Konsumtif,148500000,18.0,18
DSB0005778,APP0009676,PR0044461,2025-09-16,BR001,AO004,Kredit Mikro,Mikro,18500000,21.0,12
DSB0005779,APP0009677,PR0044471,2026-07-01,BR005,AO019,Kredit Produktif SME,SME,972000000,19.0,12
DSB0005780,APP0009678,PR0044484,2026-01-19,BR005,AO018,Kredit Konsumtif,Konsumtif,146500000,18.0,18
DSB0005781,APP0009679,PR0044485,2026-05-01,BR001,AO002,Kredit Konsumtif,Konsumtif,71000000,18.0,36
DSB0005782,APP0009680,PR0044489,2025-08-19,BR001,AO001,Kredit Payroll,Payroll,72000000,15.5,36
DSB0005783,APP0009681,PR0044495,2025-07-29,BR004,AO016,Kredit Payroll,Payroll,94000000,15.5,48
DSB0005784,APP0009683,PR0044512,2025-12-31,BR006,AO022,Kredit Konsumtif,Konsumtif,28500000,18.0,18
DSB0005785,APP0009684,PR0044521,2026-02-23,BR006,AO023,Kredit Payroll,Payroll,47500000,15.5,60
DSB0005786,APP0009687,PR0044528,2025-10-09,BR004,AO016,Kredit Payroll,Payroll,92500000,15.5,12
DSB0005787,APP0009689,PR0044538,2025-12-01,BR005,AO019,Kredit Konsumtif,Konsumtif,98500000,18.0,12
DSB0005788,APP0009690,PR0044545,2026-06-28,BR006,AO021,Kredit Payroll,Payroll,92000000,15.5,24
DSB0005789,APP0009692,PR0044550,2026-02-27,BR001,AO001,Kredit Konsumtif,Konsumtif,71500000,18.0,18
DSB0005790,APP0009694,PR0044557,2025-10-31,BR001,AO004,Kredit Produktif SME,SME,187500000,19.0,36
DSB0005791,APP0009698,PR0044583,2025-12-20,BR003,AO012,Kredit Payroll,Payroll,48500000,15.5,36
DSB0005792,APP0009699,PR0044584,2025-07-24,BR001,AO001,Kredit Konsumtif,Konsumtif,97500000,18.0,18
DSB0005793,APP0009700,PR0044592,2026-05-27,BR005,AO017,Kredit Konsumtif,Konsumtif,121500000,18.0,24
DSB0005794,APP0009702,PR0044598,2025-08-26,BR007,AO027,Kredit Mikro,Mikro,69500000,21.0,12
DSB0005795,APP0009704,PR0044608,2026-03-03,BR001,AO004,Kredit Produktif SME,SME,296000000,19.0,24
DSB0005796,APP0009706,PR0044624,2025-10-17,BR004,AO013,Kredit Produktif SME,SME,139500000,19.0,24
DSB0005797,APP0009710,PR0044646,2025-10-01,BR005,AO017,Kredit Konsumtif,Konsumtif,124000000,18.0,12
DSB0005798,APP0009711,PR0044648,2025-12-31,BR003,AO011,Kredit Konsumtif,Konsumtif,124000000,18.0,24
DSB0005799,APP0009712,PR0044649,2026-01-21,BR002,AO005,Kredit Produktif SME,SME,976500000,19.0,24
DSB0005800,APP0009713,PR0044654,2025-08-31,BR006,AO022,Kredit Konsumtif,Konsumtif,28500000,18.0,18
DSB0005801,APP0009715,PR0044678,2026-03-27,BR005,AO019,Kredit Konsumtif,Konsumtif,122000000,18.0,12
DSB0005802,APP0009716,PR0044680,2026-06-14,BR001,AO004,Kredit Konsumtif,Konsumtif,143500000,18.0,36
DSB0005803,APP0009717,PR0044684,2026-02-11,BR004,AO016,Kredit Payroll,Payroll,48500000,15.5,24
DSB0005804,APP0009718,PR0044685,2025-12-31,BR003,AO011,Kredit Payroll,Payroll,199000000,15.5,36
DSB0005805,APP0009719,PR0044713,2025-07-26,BR001,AO003,Kredit Konsumtif,Konsumtif,93500000,18.0,18
DSB0005806,APP0009720,PR0044715,2026-03-11,BR006,AO022,Kredit Mikro,Mikro,29000000,21.0,24
DSB0005807,APP0009726,PR0044740,2025-12-01,BR005,AO019,Kredit Konsumtif,Konsumtif,70000000,18.0,12
DSB0005808,APP0009727,PR0044741,2025-12-18,BR006,AO024,Kredit Konsumtif,Konsumtif,48000000,18.0,18
DSB0005809,APP0009729,PR0044749,2026-04-12,BR007,AO026,Kredit Konsumtif,Konsumtif,98000000,18.0,36
DSB0005810,APP0009733,PR0044772,2026-01-31,BR005,AO020,Kredit Payroll,Payroll,197500000,15.5,24
DSB0005811,APP0009735,PR0044781,2026-02-26,BR002,AO007,Kredit Mikro,Mikro,29500000,21.0,12
DSB0005812,APP0009738,PR0044795,2025-12-21,BR007,AO026,Kredit Payroll,Payroll,95000000,15.5,36
DSB0005813,APP0009740,PR0044801,2025-10-31,BR002,AO008,Kredit Payroll,Payroll,147500000,15.5,60
DSB0005814,APP0009741,PR0044802,2026-04-26,BR005,AO020,Kredit Produktif SME,SME,496000000,19.0,12
DSB0005815,APP0009742,PR0044810,2025-10-07,BR002,AO008,Kredit Konsumtif,Konsumtif,73000000,18.0,12
DSB0005816,APP0009743,PR0044814,2025-12-31,BR007,AO028,Kredit Payroll,Payroll,49500000,15.5,24
DSB0005817,APP0009745,PR0044832,2026-01-31,BR003,AO011,Kredit Payroll,Payroll,196500000,15.5,12
DSB0005818,APP0009746,PR0044836,2025-10-31,BR006,AO021,Kredit Konsumtif,Konsumtif,148500000,18.0,36
DSB0005819,APP0009747,PR0044840,2026-02-23,BR005,AO020,Kredit Mikro,Mikro,93500000,21.0,24
DSB0005820,APP0009748,PR0044857,2025-07-21,BR007,AO025,Kredit Konsumtif,Konsumtif,122500000,18.0,12
DSB0005821,APP0009749,PR0044860,2026-06-13,BR005,AO019,Kredit Payroll,Payroll,94500000,15.5,60
DSB0005822,APP0009751,PR0044863,2026-03-28,BR007,AO025,Kredit Produktif SME,SME,296500000,19.0,60
DSB0005823,APP0009753,PR0044866,2025-12-17,BR006,AO022,Kredit Konsumtif,Konsumtif,119500000,18.0,36
DSB0005824,APP0009754,PR0044875,2025-09-22,BR003,AO009,Kredit Payroll,Payroll,199000000,15.5,48
DSB0005825,APP0009755,PR0044876,2026-05-31,BR001,AO003,Kredit Konsumtif,Konsumtif,71500000,18.0,36
DSB0005826,APP0009757,PR0044885,2026-01-31,BR003,AO012,Kredit Mikro,Mikro,46500000,21.0,18
DSB0005827,APP0009758,PR0044887,2025-11-26,BR004,AO016,Kredit Payroll,Payroll,47000000,15.5,60
DSB0005828,APP0009759,PR0044890,2026-02-19,BR007,AO025,Kredit Payroll,Payroll,195000000,15.5,48
DSB0005829,APP0009760,PR0044894,2025-12-23,BR004,AO013,Kredit Payroll,Payroll,194500000,15.5,24
DSB0005830,APP0009766,PR0044934,2025-10-14,BR007,AO027,Kredit Payroll,Payroll,141500000,15.5,60
DSB0005831,APP0009767,PR0044936,2026-03-31,BR006,AO021,Kredit Produktif SME,SME,292000000,19.0,36
DSB0005832,APP0009768,PR0044938,2026-03-27,BR005,AO018,Kredit Mikro,Mikro,73500000,21.0,18
DSB0005833,APP0009771,PR0044950,2026-05-11,BR003,AO012,Kredit Konsumtif,Konsumtif,49500000,18.0,36
DSB0005834,APP0009772,PR0044954,2025-07-20,BR005,AO018,Kredit Mikro,Mikro,99500000,21.0,36
DSB0005835,APP0009773,PR0044958,2025-08-31,BR006,AO024,Kredit Konsumtif,Konsumtif,28500000,18.0,24
DSB0005836,APP0009774,PR0044960,2026-01-24,BR007,AO025,Kredit Payroll,Payroll,72500000,15.5,24
DSB0005837,APP0009775,PR0044963,2026-06-14,BR003,AO011,Kredit Payroll,Payroll,49000000,15.5,12
DSB0005838,APP0009776,PR0044965,2025-09-23,BR006,AO023,Kredit Konsumtif,Konsumtif,49500000,18.0,24
DSB0005839,APP0009777,PR0044968,2025-08-25,BR002,AO005,Kredit Produktif SME,SME,290500000,19.0,48
DSB0005840,APP0009778,PR0044973,2025-07-31,BR002,AO007,Kredit Konsumtif,Konsumtif,146500000,18.0,36
DSB0005841,APP0009779,PR0044978,2025-08-30,BR003,AO009,Kredit Produktif SME,SME,285500000,19.0,12
DSB0005842,APP0009780,PR0044984,2025-07-10,BR005,AO018,Kredit Konsumtif,Konsumtif,138500000,18.0,18
DSB0005843,APP0009781,PR0044990,2026-01-08,BR006,AO024,Kredit Konsumtif,Konsumtif,140000000,18.0,24
DSB0005844,APP0009787,PR0045025,2026-05-06,BR002,AO005,Kredit Payroll,Payroll,185500000,15.5,36
DSB0005845,APP0009792,PR0045049,2025-08-31,BR007,AO026,Kredit Konsumtif,Konsumtif,29000000,18.0,36
DSB0005846,APP0009793,PR0045058,2026-02-13,BR004,AO016,Kredit Payroll,Payroll,184000000,15.5,12
DSB0005847,APP0009797,PR0045074,2026-06-21,BR006,AO023,Kredit Mikro,Mikro,20000000,21.0,12
DSB0005848,APP0009803,PR0045103,2026-02-15,BR002,AO007,Kredit Payroll,Payroll,97000000,15.5,24
DSB0005849,APP0009806,PR0045120,2026-03-03,BR001,AO003,Kredit Konsumtif,Konsumtif,49500000,18.0,24
DSB0005850,APP0009807,PR0045127,2026-03-02,BR003,AO009,Kredit Payroll,Payroll,186000000,15.5,60
DSB0005851,APP0009808,PR0045128,2026-04-27,BR002,AO006,Kredit Konsumtif,Konsumtif,30000000,18.0,18
DSB0005852,APP0009812,PR0045143,2026-01-31,BR002,AO005,Kredit Mikro,Mikro,99000000,21.0,24
DSB0005853,APP0009813,PR0045147,2026-06-28,BR006,AO021,Kredit Payroll,Payroll,48000000,15.5,24
DSB0005854,APP0009814,PR0045149,2026-04-08,BR002,AO007,Kredit Konsumtif,Konsumtif,29500000,18.0,24
DSB0005855,APP0009815,PR0045154,2025-07-21,BR005,AO018,Kredit Konsumtif,Konsumtif,94500000,18.0,18
DSB0005856,APP0009816,PR0045164,2025-07-31,BR007,AO026,Kredit Payroll,Payroll,145500000,15.5,12
DSB0005857,APP0009822,PR0045189,2025-12-25,BR002,AO006,Kredit Konsumtif,Konsumtif,47000000,18.0,12
DSB0005858,APP0009824,PR0045195,2025-12-22,BR001,AO003,Kredit Mikro,Mikro,96500000,21.0,18
DSB0005859,APP0009825,PR0045200,2025-11-10,BR004,AO014,Kredit Payroll,Payroll,139500000,15.5,12
DSB0005860,APP0009826,PR0045205,2025-12-16,BR002,AO007,Kredit Konsumtif,Konsumtif,125000000,18.0,24
DSB0005861,APP0009830,PR0045219,2025-10-20,BR002,AO007,Kredit Konsumtif,Konsumtif,140000000,18.0,18
DSB0005862,APP0009833,PR0045239,2026-05-01,BR002,AO008,Kredit Konsumtif,Konsumtif,99000000,18.0,36
DSB0005863,APP0009834,PR0045240,2025-11-23,BR001,AO001,Kredit Mikro,Mikro,73000000,21.0,18
DSB0005864,APP0009835,PR0045241,2025-12-01,BR001,AO002,Kredit Konsumtif,Konsumtif,50000000,18.0,18
DSB0005865,APP0009836,PR0045244,2025-12-15,BR004,AO016,Kredit Produktif SME,SME,936500000,19.0,12
DSB0005866,APP0009837,PR0045246,2025-08-21,BR002,AO006,Kredit Payroll,Payroll,96500000,15.5,48
DSB0005867,APP0009838,PR0045252,2026-01-29,BR007,AO025,Kredit Produktif SME,SME,298000000,19.0,24
DSB0005868,APP0009840,PR0045258,2026-04-21,BR007,AO027,Kredit Payroll,Payroll,147500000,15.5,36
DSB0005869,APP0009842,PR0045261,2026-03-17,BR005,AO018,Kredit Konsumtif,Konsumtif,120500000,18.0,18
DSB0005870,APP0009843,PR0045264,2026-06-19,BR007,AO028,Kredit Produktif SME,SME,491500000,19.0,36
DSB0005871,APP0009846,PR0045288,2025-08-27,BR004,AO015,Kredit Konsumtif,Konsumtif,28000000,18.0,36
DSB0005872,APP0009849,PR0045296,2026-01-13,BR006,AO022,Kredit Produktif SME,SME,488500000,19.0,36
DSB0005873,APP0009851,PR0045298,2025-09-28,BR001,AO003,Kredit Produktif SME,SME,145000000,19.0,48
DSB0005874,APP0009852,PR0045301,2026-03-31,BR001,AO003,Kredit Konsumtif,Konsumtif,71500000,18.0,18
DSB0005875,APP0009853,PR0045308,2025-08-31,BR005,AO019,Kredit Produktif SME,SME,146000000,19.0,60
DSB0005876,APP0009854,PR0045310,2026-03-03,BR002,AO007,Kredit Produktif SME,SME,483000000,19.0,24
DSB0005877,APP0009855,PR0045313,2026-06-16,BR004,AO013,Kredit Produktif SME,SME,713500000,19.0,24
DSB0005878,APP0009858,PR0045326,2026-03-25,BR001,AO001,Kredit Konsumtif,Konsumtif,74500000,18.0,12
DSB0005879,APP0009859,PR0045328,2026-05-27,BR001,AO004,Kredit Payroll,Payroll,138500000,15.5,12
DSB0005880,APP0009860,PR0045331,2026-04-30,BR002,AO005,Kredit Payroll,Payroll,194000000,15.5,36
DSB0005881,APP0009861,PR0045335,2026-01-10,BR001,AO001,Kredit Payroll,Payroll,46500000,15.5,24
DSB0005882,APP0009862,PR0045337,2025-11-16,BR002,AO005,Kredit Payroll,Payroll,74500000,15.5,12
DSB0005883,APP0009863,PR0045341,2025-10-01,BR005,AO018,Kredit Mikro,Mikro,92000000,21.0,12
DSB0005884,APP0009865,PR0045350,2025-10-01,BR001,AO004,Kredit Mikro,Mikro,47500000,21.0,24
DSB0005885,APP0009866,PR0045353,2026-05-31,BR006,AO022,Kredit Mikro,Mikro,19500000,21.0,24
DSB0005886,APP0009867,PR0045356,2025-09-29,BR007,AO028,Kredit Konsumtif,Konsumtif,71500000,18.0,12
DSB0005887,APP0009868,PR0045358,2026-05-19,BR007,AO025,Kredit Produktif SME,SME,142000000,19.0,36
DSB0005888,APP0009869,PR0045359,2025-11-27,BR007,AO027,Kredit Konsumtif,Konsumtif,49500000,18.0,12
DSB0005889,APP0009871,PR0045369,2026-04-26,BR002,AO007,Kredit Mikro,Mikro,71500000,21.0,24
DSB0005890,APP0009873,PR0045371,2026-01-20,BR002,AO008,Kredit Payroll,Payroll,145000000,15.5,36
DSB0005891,APP0009874,PR0045375,2026-05-01,BR006,AO023,Kredit Mikro,Mikro,20000000,21.0,36
DSB0005892,APP0009875,PR0045393,2026-02-17,BR004,AO015,Kredit Payroll,Payroll,95500000,15.5,36
DSB0005893,APP0009876,PR0045394,2026-06-12,BR005,AO018,Kredit Produktif SME,SME,930000000,19.0,36
DSB0005894,APP0009880,PR0045402,2025-10-31,BR003,AO010,Kredit Konsumtif,Konsumtif,117500000,18.0,36
DSB0005895,APP0009882,PR0045417,2025-09-23,BR002,AO005,Kredit Payroll,Payroll,147500000,15.5,48
DSB0005896,APP0009887,PR0045431,2026-01-31,BR007,AO027,Kredit Payroll,Payroll,99000000,15.5,12
DSB0005897,APP0009888,PR0045436,2026-06-11,BR003,AO012,Kredit Payroll,Payroll,143000000,15.5,60
DSB0005898,APP0009889,PR0045437,2026-05-31,BR007,AO025,Kredit Produktif SME,SME,467500000,19.0,36
DSB0005899,APP0009891,PR0045443,2025-11-29,BR001,AO004,Kredit Produktif SME,SME,143000000,19.0,60
DSB0005900,APP0009893,PR0045446,2025-10-24,BR001,AO001,Kredit Konsumtif,Konsumtif,100000000,18.0,24
DSB0005901,APP0009894,PR0045451,2026-03-12,BR001,AO003,Kredit Konsumtif,Konsumtif,120500000,18.0,36
DSB0005902,APP0009895,PR0045459,2026-01-20,BR003,AO012,Kredit Konsumtif,Konsumtif,95500000,18.0,12
DSB0005903,APP0009898,PR0045468,2026-01-25,BR001,AO004,Kredit Produktif SME,SME,279500000,19.0,24
DSB0005904,APP0009899,PR0045470,2026-02-24,BR005,AO019,Kredit Konsumtif,Konsumtif,47000000,18.0,18
DSB0005905,APP0009902,PR0045509,2025-07-28,BR002,AO008,Kredit Mikro,Mikro,49000000,21.0,36
DSB0005906,APP0009903,PR0045511,2025-09-25,BR005,AO020,Kredit Konsumtif,Konsumtif,94000000,18.0,24
DSB0005907,APP0009904,PR0045519,2025-10-23,BR001,AO004,Kredit Payroll,Payroll,145500000,15.5,12
DSB0005908,APP0009906,PR0045531,2026-02-16,BR002,AO005,Kredit Produktif SME,SME,144000000,19.0,12
DSB0005909,APP0009907,PR0045535,2025-09-21,BR007,AO026,Kredit Payroll,Payroll,148000000,15.5,48
DSB0005910,APP0009909,PR0045557,2025-10-01,BR006,AO024,Kredit Mikro,Mikro,28500000,21.0,36
DSB0005911,APP0009911,PR0045574,2026-06-21,BR002,AO006,Kredit Payroll,Payroll,98500000,15.5,24
DSB0005912,APP0009912,PR0045575,2025-10-14,BR002,AO008,Kredit Mikro,Mikro,71500000,21.0,36
DSB0005913,APP0009914,PR0045578,2026-03-03,BR006,AO023,Kredit Payroll,Payroll,139500000,15.5,24
DSB0005914,APP0009916,PR0045593,2025-11-06,BR006,AO021,Kredit Payroll,Payroll,199500000,15.5,24
DSB0005915,APP0009922,PR0045617,2026-04-23,BR007,AO028,Kredit Konsumtif,Konsumtif,117000000,18.0,12
DSB0005916,APP0009923,PR0045622,2025-10-01,BR005,AO018,Kredit Payroll,Payroll,48000000,15.5,24
DSB0005917,APP0009925,PR0045630,2025-11-30,BR007,AO027,Kredit Payroll,Payroll,69500000,15.5,36
DSB0005918,APP0009926,PR0045642,2025-09-19,BR005,AO018,Kredit Payroll,Payroll,188500000,15.5,36
DSB0005919,APP0009928,PR0045650,2026-01-31,BR005,AO020,Kredit Konsumtif,Konsumtif,29000000,18.0,24
DSB0005920,APP0009929,PR0045652,2025-08-07,BR006,AO022,Kredit Payroll,Payroll,47000000,15.5,24
DSB0005921,APP0009931,PR0045655,2025-12-26,BR003,AO012,Kredit Konsumtif,Konsumtif,27500000,18.0,12
DSB0005922,APP0009934,PR0045678,2026-05-17,BR005,AO017,Kredit Konsumtif,Konsumtif,72500000,18.0,18
DSB0005923,APP0009935,PR0045679,2026-02-27,BR001,AO001,Kredit Mikro,Mikro,46500000,21.0,18
DSB0005924,APP0009937,PR0045684,2025-12-24,BR006,AO021,Kredit Produktif SME,SME,98000000,19.0,24
DSB0005925,APP0009938,PR0045686,2026-03-03,BR002,AO007,Kredit Payroll,Payroll,69000000,15.5,12
DSB0005926,APP0009939,PR0045688,2026-04-24,BR003,AO010,Kredit Konsumtif,Konsumtif,71000000,18.0,36
DSB0005927,APP0009940,PR0045694,2025-08-31,BR007,AO025,Kredit Produktif SME,SME,193000000,19.0,24
DSB0005928,APP0009941,PR0045698,2026-03-03,BR004,AO016,Kredit Mikro,Mikro,97000000,21.0,18
DSB0005929,APP0009942,PR0045703,2026-06-22,BR007,AO027,Kredit Mikro,Mikro,29000000,21.0,24
DSB0005930,APP0009943,PR0045708,2026-02-19,BR004,AO014,Kredit Mikro,Mikro,74500000,21.0,12
DSB0005931,APP0009944,PR0045709,2026-05-23,BR003,AO009,Kredit Payroll,Payroll,96000000,15.5,12
DSB0005932,APP0009946,PR0045721,2025-12-24,BR002,AO006,Kredit Konsumtif,Konsumtif,148000000,18.0,36
DSB0005933,APP0009949,PR0045735,2025-12-27,BR007,AO027,Kredit Produktif SME,SME,492000000,19.0,48
DSB0005934,APP0009950,PR0045738,2025-11-22,BR004,AO013,Kredit Produktif SME,SME,467000000,19.0,60
DSB0005935,APP0009951,PR0045746,2025-12-14,BR002,AO008,Kredit Payroll,Payroll,198000000,15.5,60
DSB0005936,APP0009953,PR0045756,2026-03-03,BR005,AO018,Kredit Konsumtif,Konsumtif,30000000,18.0,24
DSB0005937,APP0009955,PR0045767,2025-12-29,BR004,AO014,Kredit Mikro,Mikro,47000000,21.0,36
DSB0005938,APP0009958,PR0045773,2026-06-09,BR002,AO007,Kredit Produktif SME,SME,722000000,19.0,24
DSB0005939,APP0009961,PR0045806,2026-05-31,BR002,AO007,Kredit Konsumtif,Konsumtif,74500000,18.0,36
DSB0005940,APP0009962,PR0045814,2026-03-19,BR005,AO019,Kredit Payroll,Payroll,74500000,15.5,12
DSB0005941,APP0009963,PR0045827,2026-03-27,BR002,AO006,Kredit Konsumtif,Konsumtif,93000000,18.0,18
DSB0005942,APP0009964,PR0045835,2026-05-17,BR003,AO010,Kredit Payroll,Payroll,148500000,15.5,60
DSB0005943,APP0009965,PR0045842,2026-07-01,BR001,AO004,Kredit Payroll,Payroll,48000000,15.5,48
DSB0005944,APP0009967,PR0045847,2025-11-15,BR001,AO002,Kredit Konsumtif,Konsumtif,96500000,18.0,18
DSB0005945,APP0009968,PR0045851,2026-05-10,BR001,AO003,Kredit Konsumtif,Konsumtif,99500000,18.0,24
DSB0005946,APP0009969,PR0045866,2025-08-18,BR001,AO004,Kredit Konsumtif,Konsumtif,99000000,18.0,18
DSB0005947,APP0009970,PR0045871,2025-09-27,BR004,AO014,Kredit Payroll,Payroll,193000000,15.5,24
DSB0005948,APP0009971,PR0045876,2025-08-26,BR007,AO025,Kredit Konsumtif,Konsumtif,48000000,18.0,12
DSB0005949,APP0009973,PR0045882,2026-04-30,BR005,AO020,Kredit Produktif SME,SME,185500000,19.0,36
DSB0005950,APP0009974,PR0045883,2026-05-23,BR003,AO011,Kredit Konsumtif,Konsumtif,48500000,18.0,36
DSB0005951,APP0009976,PR0045895,2026-06-22,BR002,AO008,Kredit Mikro,Mikro,19000000,21.0,12
DSB0005952,APP0009978,PR0045900,2026-03-31,BR007,AO026,Kredit Payroll,Payroll,96000000,15.5,12
DSB0005953,APP0009979,PR0045913,2026-01-30,BR006,AO024,Kredit Payroll,Payroll,49000000,15.5,60
DSB0005954,APP0009980,PR0045928,2026-03-09,BR001,AO001,Kredit Mikro,Mikro,30000000,21.0,12
DSB0005955,APP0009981,PR0045932,2026-02-28,BR006,AO023,Kredit Payroll,Payroll,73000000,15.5,60
DSB0005956,APP0009983,PR0045937,2026-05-26,BR004,AO014,Kredit Mikro,Mikro,71500000,21.0,36
DSB0005957,APP0009987,PR0045954,2026-05-26,BR005,AO020,Kredit Konsumtif,Konsumtif,29000000,18.0,18
DSB0005958,APP0009988,PR0045955,2025-08-20,BR001,AO003,Kredit Produktif SME,SME,191500000,19.0,12
DSB0005959,APP0009989,PR0045958,2026-02-18,BR004,AO013,Kredit Produktif SME,SME,481500000,19.0,48
DSB0005960,APP0009990,PR0045966,2025-08-10,BR003,AO011,Kredit Produktif SME,SME,476000000,19.0,48
DSB0005961,APP0009991,PR0045967,2025-09-13,BR001,AO004,Kredit Payroll,Payroll,188500000,15.5,48
DSB0005962,APP0009992,PR0045970,2025-08-26,BR004,AO016,Kredit Produktif SME,SME,499000000,19.0,12
DSB0005963,APP0009993,PR0045975,2026-06-30,BR002,AO006,Kredit Payroll,Payroll,198500000,15.5,24
DSB0005964,APP0009995,PR0045980,2026-01-26,BR002,AO006,Kredit Konsumtif,Konsumtif,72000000,18.0,24
DSB0005965,APP0009996,PR0045982,2026-04-17,BR005,AO018,Kredit Mikro,Mikro,19500000,21.0,18
DSB0005966,APP0009997,PR0045995,2025-09-17,BR001,AO002,Kredit Konsumtif,Konsumtif,115500000,18.0,24
